timestamp,scenario,route_id,user_id,latitude,longitude,speed,distance_delta,direction_change,time_gap,distance_from_supervisor,label
2025-01-01T20:26:58,deviation,deviation_route_75,pilgrim_2,21.407311889236297,39.80377777894476,4.176329345720485,4.176329345720485,0.0,1.0,67.86136665222215,1
2025-01-01T09:45:11,normal,normal_route_11,pilgrim_1,21.40244229339494,39.80398426397022,0.792232489795153,2.376697469385459,-180.0,3.0,0.717240546736274,0
2025-01-01T15:20:07,delay,delay_route_45,pilgrim_2,21.394623858673892,39.791146534635004,0.558060155405915,0.558060155405915,0.0,1.0,1.4972310664629904,0
2025-01-01T16:46:56,deviation,deviation_route_53,pilgrim_1,21.395904331513147,39.7957138403155,0.29805358524056647,0.5961071704811329,0.0,2.0,93.99252846057978,1
2025-01-01T17:11:26,deviation,deviation_route_56,pilgrim_1,21.39411251544128,39.80901298061669,0.011547981460793909,0.034643944382381726,180.0,3.0,0.2951451873274713,0
2025-01-01T08:15:44,normal,normal_route_2,pilgrim_2,21.395924915771005,39.803850603664145,0.42861029088010444,1.2858308726403134,-180.0,3.0,0.28941057916561247,0
2025-01-01T20:14:20,deviation,deviation_route_74,pilgrim_2,21.402401738404784,39.80000404034492,0.8505563521995066,2.55166905659852,180.0,3.0,1.9473487383913044,0
2025-01-01T09:07:56,normal,normal_route_7,pilgrim_3,21.40876311023161,39.795535313716584,1.76697646519127,3.53395293038254,-180.0,2.0,0.84384347142243,0
2025-01-01T19:19:23,deviation,deviation_route_68,supervisor,21.409926984636577,39.792702551765,0.6173928195371559,0.6173928195371559,0.0,1.0,0.0,0
2025-01-01T08:50:16,normal,normal_route_6,pilgrim_2,21.39300070807461,39.79942438919941,0.120538893305009,0.241077786610018,0.0,2.0,0.05717368176649754,0
2025-01-01T11:14:10,normal,normal_route_20,pilgrim_3,21.395970364518075,39.795842084757446,0.38883607690298483,0.38883607690298483,180.0,1.0,1.691912564915714,0
2025-01-01T17:38:50,deviation,deviation_route_58,pilgrim_1,21.396331510653184,39.79456363834913,0.8936477450116913,1.7872954900233826,0.0,2.0,254.73195200841926,1
2025-01-01T15:37:51,delay,delay_route_46,pilgrim_3,21.399670586525744,39.79042306704695,0.21845947883991348,0.43691895767982697,180.0,2.0,27.6614017055229,1
2025-01-01T13:22:42,delay,delay_route_33,pilgrim_3,21.40919985248373,39.794023671231386,0.4109805927859904,1.2329417783579713,0.0,3.0,0.8482791880237065,0
2025-01-01T16:27:56,deviation,deviation_route_51,supervisor,21.40564500988251,39.793326273223,0.4765104944128371,0.9530209888256742,0.0,2.0,0.0,0
2025-01-01T16:40:55,deviation,deviation_route_53,pilgrim_3,21.39366076606325,39.7957138403155,0.9030359829243017,1.8060719658486033,0.0,2.0,0.8643429103589239,0
2025-01-01T12:08:36,normal,normal_route_25,pilgrim_2,21.402463978011117,39.80936755405473,0.6529546780655565,1.9588640341966694,-180.0,3.0,0.556248662598158,0
2025-01-01T10:52:22,normal,normal_route_18,supervisor,21.398102517522215,39.80154796277248,0.5840453419368993,0.5840453419368993,0.0,1.0,0.0,0
2025-01-01T14:38:19,delay,delay_route_40,pilgrim_3,21.39336153384022,39.80162343302681,0.8969275067524904,1.7938550135049809,0.0,2.0,73.5298988797748,1
2025-01-01T20:01:16,deviation,deviation_route_73,supervisor,21.405995405466403,39.80250502045962,0.31945047354317335,0.9583514206295201,0.0,3.0,0.0,0
2025-01-01T19:26:19,deviation,deviation_route_69,pilgrim_2,21.405561330953404,39.79723836528324,2.9848103567934796,5.969620713586959,0.0,2.0,63.09800534107849,1
2025-01-01T10:33:02,normal,normal_route_16,supervisor,21.403554326061236,39.79064315840695,0.8192853235047108,0.8192853235047108,0.0,1.0,0.0,0
2025-01-01T12:41:11,delay,delay_route_29,pilgrim_3,21.404653654985562,39.79123412601632,0.8677934751850294,2.603380425555088,0.0,3.0,0.3740540763424128,0
2025-01-01T11:21:54,normal,normal_route_21,pilgrim_3,21.394737334911,39.799918652803846,0.046897907978670626,0.14069372393601187,0.0,3.0,0.6222881308120332,0
2025-01-01T09:25:39,normal,normal_route_9,pilgrim_2,21.40642648392913,39.79759450284853,0.4469823392311765,1.3409470176935294,180.0,3.0,1.6569619646722114,0
2025-01-01T13:31:45,delay,delay_route_34,pilgrim_3,21.403437180350302,39.80160900319123,0.2537197189074042,0.5074394378148084,-180.0,2.0,1.5073046746432384,0
2025-01-01T09:31:19,normal,normal_route_10,pilgrim_3,21.397116824118445,39.801824551792386,0.6357113673783016,0.6357113673783016,0.0,1.0,0.5506387531522025,0
2025-01-01T16:43:19,deviation,deviation_route_53,pilgrim_2,21.39422275464057,39.7957138403155,0.36852735112445584,1.1055820533733676,0.0,3.0,1.685240344937027,0
2025-01-01T11:31:14,normal,normal_route_22,pilgrim_3,21.403253512093634,39.79927525335022,0.3953619912485787,0.7907239824971574,0.0,2.0,0.0003377007682294006,0
2025-01-01T16:31:17,deviation,deviation_route_52,supervisor,21.406491471078283,39.79076139236632,0.30171093432810087,0.6034218686562017,0.0,2.0,0.0,0
2025-01-01T18:06:12,deviation,deviation_route_61,pilgrim_1,21.41097398777646,39.80883856780058,0.656634067104057,1.9699022013121712,0.0,3.0,19.88577513981706,1
2025-01-01T10:08:32,normal,normal_route_13,supervisor,21.398047605395178,39.80866246858231,0.7872245602418467,0.7872245602418467,0.0,1.0,0.0,0
2025-01-01T09:54:45,normal,normal_route_12,pilgrim_2,21.392859496023885,39.809051124556355,0.11204445422517963,0.3361333626755389,0.0,3.0,0.0006737391924139119,0
2025-01-01T08:40:23,normal,normal_route_5,pilgrim_3,21.40120360357937,39.809892557190445,1.457444354223804,4.372333062671412,-180.0,3.0,1.8422047407954891,0
2025-01-01T15:09:34,delay,delay_route_43,pilgrim_1,21.409081034963748,39.80223680185119,0.14135349095817648,0.4240604728745294,0.0,3.0,81.96096291694137,1
2025-01-01T11:55:02,normal,normal_route_24,supervisor,21.39936100846986,39.791879242433474,0.5327530752758561,0.5327530752758561,0.0,1.0,0.0,0
2025-01-01T08:39:54,normal,normal_route_4,pilgrim_1,21.39404071698318,39.803347508994285,0.258621983281254,0.7758659498437621,180.0,3.0,0.2143090221359237,0
2025-01-01T17:23:22,deviation,deviation_route_57,pilgrim_2,21.409495404504284,39.80780530180491,0.3515628803470379,1.0546886410411138,0.0,3.0,0.43195340012269723,0
